TimeSinceReference,Pressure,SmoothedPressure
5023.922,0.7902967253447273,0.5245495789775855
5023.924,0.6620989655970064,0.5172098255478712
5023.926,0.41500120584928624,0.5146664287345135
5023.928,0.2444034461015654,0.525376047014171
5023.93,0.25300568635384435,0.5436767849849483
5023.932,0.42350792660612435,0.557393142471345
5023.934,0.6449101668584032,0.5578609917092333
5023.936,0.7989124071106828,0.5464862646045453
5023.938,0.8240146473629621,0.5297522956606153
5023.94,0.7051168876152414,0.5137732231715818
5023.942,0.5597191278675211,0.5017483872567848
5023.944,0.4916213681198003,0.4916034811419179
5023.946,0.52602360837208,0.4766995508080265
5023.948,0.5769258486243591,0.4493189339174485
5023.95,0.5518280888766389,0.4073633573919107
5023.952,0.44073032912891774,0.36059093986953183
5023.954,0.3125325693811969,0.32675387510250586
5023.956,0.22733480963347663,0.3202791339578038
5023.958,0.17643704988575593,0.3394915181202273
5023.96,0.15063929013803556,0.3687908169895655
5023.962,0.1506415303903148,0.38847033347912135
5023.964,0.19364377064259397,0.38844614340497047
5023.966,0.2616460108948737,0.3730328554017213
5023.968,0.3211482511471524,0.35643784047674537
5023.97,0.33835049139943263,0.3531698315187755
5023.972,0.3297527316517115,0.36827626973525296
5023.974,0.3039549719039907,0.39457920496822757
5023.976,0.2874572121562704,0.41704702612608807
5023.978,0.31255945240854954,0.4283967075858088
5023.98,0.4235616926608292,0.43373541677455707
5023.982,0.6198639329131084,0.44591364158282115
5023.984,0.8670661731653881,0.4716930457522647
5023.986,1.0547684134176674,0.5060486240178823
5023.988,1.0798706536699463,0.5381927807320785
5023.99,0.8670728939222259,0.5629566777060148
5023.992,0.508875134174505,0.581852487631864
5023.994,0.1764773744267849,0.5973961108255266
5023.996,0.07397961467906411,0.6102350516745065
5023.998,0.23598185493134327,0.6207898015792958
5024.0,0.517484095183623,0.6328339723335057
5024.002,0.7223863354359021,0.6493478096373824
5024.004,0.7223885756881818,0.6677282527678646
5024.006,0.5683908159404607,0.6789079868776381
5024.008,0.44079305619274,0.6741752183549086
5024.01,0.5002952964450196,0.6498266197163487
5024.012,0.7051975366972989,0.61066294210271
5024.014,0.8921997769495786,0.5674436800734867
5024.016,0.9008020172018578,0.5316384299782753
5024.018,0.7561042574541375,0.5120353490652334
5024.02,0.6113064977064167,0.5129488213287448
5024.022,0.5856087379586954,0.5315419706719333
5024.024,0.6285109782109757,0.558924561924564
5024.026,0.6536132184632544,0.5818496171996586
5024.028,0.6285154587155342,0.5887786317587124
5024.03,0.5856176989678132,0.5771264880166077
5024.032,0.5347199392200925,0.5581731859733445
5024.034,0.4151221794723723,0.5480658439160415
5024.036,0.2188244197246514,0.5552591476993846
5024.038,0.039726659976931256,0.5708913704016465
5024.04,0.014628900229210373,0.5769956043359197
5024.042,0.1937311404814892,0.5623897926401469
5024.044,0.5089333807337688,0.5326101094105025
5024.046,0.7990356209860481,0.5047032798137118
5024.048,0.9352378612383279,0.48859438633485724
5024.05,0.918040101490607,0.4820069038774138
5024.052,0.7990423417428867,0.4747724645930136
5024.054,0.653644581995166,0.46144312885371686
5024.056,0.5433468222474451,0.44420037788100486
5024.058,0.49174906249972494,0.427651365062031
5024.06,0.4831513027520038,0.4114764694771744
5024.062,0.5261535430042839,0.39382130713205105
5024.064,0.5684557832565627,0.37630023394101675
5024.066,0.5089580235088418,0.36601704772786964
5024.068,0.3040602637611216,0.3697975470184081
5024.07,0.014662504013400746,0.38378230745320785
5024.072,-0.13073525573431954,0.39603391239485203
5024.074,-0.02833301548204048,0.39395924145022015
5024.076,0.2188692247702393,0.37683723459825225
5024.078,0.3893714650225186,0.35786391851497507
5024.08,0.3642737052747975,0.356788103309199
5024.082,0.27897594552707705,0.3840195608306959
5024.084,0.2789781857793563,0.4322968098579845
5024.086,0.38938042603163603,0.483777512728727
5024.088,0.4917826662839153,0.5229951618964156
5024.09,0.5261849065361945,0.5458989465502396
5024.092,0.5598871467884743,0.5597412570025894
5024.094,0.6966893870407533,0.572864283495655
5024.096,0.9180916272930331,0.5880796090410197
5024.098,1.1057938675453118,0.6066444607359109
5024.1,1.1229961077975912,0.6298132857547752
5024.102,0.926698348049871,0.6572713561228849
5024.104,0.65370058830215,0.6842914482530165
5024.106,0.46600282855442976,0.7031411016327092
5024.108,0.5090050688067089,0.7114653847070315
5024.11,0.7225073090589886,0.7131915351032209
5024.112,0.900909549311268,0.7143939929757179
5024.114,0.8328117895635467,0.7166447765765406
5024.116,0.5262140298158269,0.7154967956985988
5024.118,0.2103162700681056,0.7086373371091793
5024.12,0.12571851032038528,0.6974313358732172
5024.122,0.30412075057266463,0.683911378863299
5024.124,0.5857229908249437,0.6684449634469226
5024.126,0.7648252310772234,0.6495076740396721
5024.128,0.8156274713295026,0.6276892544112915
5024.13,0.8414297115817824,0.6065093676014436
5024.132,0.9009319518340617,0.5889958268779418
5024.134,0.9525341920863404,0.5763263437184977
5024.136,0.9009364323386202,0.5691848072070003
5024.138,0.7390386725908993,0.5658301292423614
5024.14,0.543440912843179,0.5644040858863572
5024.142,0.43234315309545823,0.5632651046574151
5024.144,0.449545393347738,0.566221918444268
5024.146,0.5262476336000173,0.5788901397425285
5024.148,0.5599498738522966,0.6034951107775389
5024.15,0.5176521141045762,0.6306325282849958
5024.152,0.4323543543568549,0.6449593245218312
5024.154,0.36435659460913516,0.6354342780068238
5024.156,0.36435883486141396,0.6027652792278637
5024.158,0.38086107511369316,0.5562354801681034
5024.16,0.3894633153659728,0.5086965972192591
5024.162,0.39806555561825196,0.47094304947575016
5024.164,0.4660677958705317,0.45225690081964054
5024.166,0.637270036122811,0.4571570210297999
5024.168,0.8672722763750897,0.4796972535600717
5024.17,0.9947745166273698,0.5033928248056823
5024.172,0.9353767568796487,0.5104056371885339
5024.174,0.7390789971319283,0.49507258786552355
5024.176,0.5434812373842075,0.46747114963412423
5024.178,0.42378347763648727,0.44649793183094527
5024.18,0.35578571788876645,0.44699623385928655
5024.182,0.23618795814104576,0.46863024666333863
5024.184,0.07419019839332552,0.49737813802126934
5024.186,-0.05330756135439518,0.5149051729383437
5024.188,-0.02820532110211582,0.5116493366725464
5024.19,0.19389691915016316,0.48981201918526784
5024.192,0.5599991594024425,0.458814975478263
5024.194,0.8924013996547222,0.4244581915115178
5024.196,0.9948036399070013,0.3883408038241689
5024.198,0.764905880159281,0.3517622859156898
5024.2,0.3214081204115602,0.32164795193139467
5024.202,-0.04538963933616014,0.3065015014149831
5024.204,-0.061887399083880634,0.31093196911549004
5024.206,0.296314841168398,0.33042858634214656
5024.208,0.7735170814206782,0.3546808090444086
5024.21,1.037819321672957,0.3761314943651332
